"","Host.Id","Host.Since","Name","Neighbourhood","Property.Type","Review.Scores.Rating..bin.","Room.Type","Zipcode","Beds","Number.of.Records","Number.Of.Reviews","Price","Review.Scores.Rating"
"1",5162530,"","1 Bedroom in Prime Williamsburg","Brooklyn","Apartment",NA,"Entire home/apt",11249,1,1,0,"145",NA
"2",33134899,"","Sunny, Private room in Bushwick","Brooklyn","Apartment",NA,"Private room",11206,1,1,1,"37",NA
"3",39608626,"","Sunny Room in Harlem","Manhattan","Apartment",NA,"Private room",10032,1,1,1,"28",NA
"4",500,"6/26/2008","Gorgeous 1 BR with Private Balcony","Manhattan","Apartment",NA,"Entire home/apt",10024,3,1,0,"199",NA
"5",500,"6/26/2008","Trendy Times Square Loft","Manhattan","Apartment",95,"Private room",10036,3,1,39,"549",96
"6",1039,"7/25/2008","Big Greenpoint 1BD w/ Skyline View","Brooklyn","Apartment",100,"Entire home/apt",11222,1,1,4,"149",100
"7",1783,"8/12/2008","Amazing Also","Manhattan","Apartment",100,"Entire home/apt",10004,1,1,9,"250",100
"8",2078,"8/15/2008","Colorful, quiet, & near the subway!","Brooklyn","Apartment",90,"Private room",11201,1,1,80,"90",94
"9",2339,"8/20/2008","East Village Cocoon: 2 Bedroom Flat","Manhattan","Apartment",90,"Entire home/apt",10009,2,1,95,"270",90
"10",2339,"8/20/2008","Lovely 2 Bedroom East Village Nest","Manhattan","Apartment",95,"Entire home/apt",10009,2,1,23,"290",96
"11",2571,"8/27/2008","THE PUTNAM","Brooklyn","Apartment",95,"Entire home/apt",11221,2,1,14,"170",98
"12",2758,"9/6/2008","Stay at Chez Chic budget room #1","Manhattan","Apartment",90,"Private room",10026,2,1,120,"59",93
"13",2758,"9/6/2008","Stay at Chez Chic budget Room #2","Manhattan","Apartment",90,"Private room",10026,2,1,81,"49",91
"14",2787,"9/7/2008","Renovated and spacious townhome","Brooklyn","House",NA,"Private room",11223,1,1,0,"68",NA
"15",2845,"9/9/2008","Midtown Castle","Manhattan","Apartment",95,"Entire home/apt",10018,1,1,17,"285",97
"16",2881,"9/10/2008","Newly renovated historic brownstone","Brooklyn","Apartment",95,"Private room",11216,1,1,32,"75",95
"17",2965,"9/14/2008","Large Bedroom in 3-bedroom Apt.","Manhattan","Apartment",95,"Private room",10025,1,1,52,"145",99
"18",3211,"9/25/2008","Elegant NYC, 10mins to Manhattan!","Queens","Apartment",90,"Private room",11106,1,1,3,"100",93
"19",3227,"9/26/2008","Priv Apt,Garden,BBQ,A/C,BigTV,for 4","Manhattan","Apartment",85,"Entire home/apt",10001,3,1,171,"150",85
"20",3226,"9/26/2008","Great 3 Bed Apt Tribeca / Soho","Manhattan","Apartment",NA,"Entire home/apt",10013,3,1,0,"700",NA
"21",3226,"9/26/2008","Huge Room Soho LOFT off WBroadway","Manhattan","Apartment",85,"Private room",10013,1,1,9,"125",86
"22",3226,"9/26/2008","Master Room Soho LOFT off WBroadway","Manhattan","Apartment",NA,"Private room",10013,1,1,0,"175",NA
"23",3415,"10/2/2008","Beautiful Furnished Master Bedroom","Queens","House",NA,"Private room",11365,1,1,0,"90",NA
"24",3563,"10/10/2008","16' x 11' Furnished BR with Balcony","Brooklyn","Apartment",100,"Private room",11220,1,1,1,"40",100
"25",3647,"10/14/2008","Conveniently Queens with Two Rooms","Queens","Apartment",90,"Entire home/apt",11373,1,1,4,"89",93
"26",3647,"10/14/2008","Quality Cozy Studio Next to Subway","Queens","Apartment",90,"Entire home/apt",11373,1,1,16,"95",94
"27",3647,"10/14/2008","Queens Quality Convenient Apartment","Queens","Apartment",100,"Entire home/apt",11373,2,1,9,"99",100
"28",3867,"10/29/2008","1 Bedroom Apartment in Chinatown!","Manhattan","Apartment",90,"Entire home/apt",10002,1,1,19,"149",93
"29",3867,"10/29/2008","3 bedroom apartment in Chinatown!","Manhattan","Apartment",80,"Entire home/apt",10038,4,1,2,"499",80
"30",3867,"10/29/2008","Private bedroom in spacious loft!","Manhattan","Apartment",NA,"Private room",10038,4,1,0,"99",NA
"31",3867,"10/29/2008","Share a bedroom in a huge Apartment","Manhattan","Apartment",NA,"Shared room",10038,1,1,0,"99",NA
"32",3867,"10/29/2008","Share a bedroom in a huge Apartment","Manhattan","Apartment",NA,"Shared room",10038,1,1,0,"99",NA
"33",4177,"11/9/2008","++ Brooklyn Penthouse Guestroom ++","Brooklyn","Apartment",90,"Private room",11206,1,1,16,"125",94
"34",4267,"11/12/2008","Robin's Nest on the fabulous UWS","Manhattan","Apartment",85,"Entire home/apt",10024,2,1,28,"170",88
"35",4267,"11/12/2008","Airy Room on the fabulous UWS","Manhattan","Apartment",90,"Private room",10024,1,1,62,"120",92
"36",4396,"11/19/2008","Large Room, Amazing E. Village Apt","Manhattan","Apartment",85,"Private room",10009,1,1,23,"79",89
"37",4488,"11/21/2008","Sunny & Bright Harlem Home","Manhattan","Apartment",95,"Entire home/apt",10027,3,1,6,"125",97
"38",4732,"12/1/2008","A home in the heart of Park Slope","Brooklyn","Apartment",90,"Entire home/apt",11217,1,1,5,"110",92
"39",4869,"12/7/2008","Whole B'stone flr w priv kit & bat","Brooklyn","Other",85,"Private room",11238,3,1,14,"89",85
"40",5871,"12/31/2008","Bergen's Best Short Stay 2!","Brooklyn","Apartment",90,"Entire home/apt",11213,3,1,12,"180",93
"41",5871,"12/31/2008","Bergen's Best!","Brooklyn","Apartment",95,"Entire home/apt",11213,3,1,5,"180",95
"42",5926,"1/2/2009","Charming Central Park Hideaway","Manhattan","Apartment",80,"Entire home/apt",10026,1,1,23,"143",82
"43",5926,"1/2/2009","NYC 2-Bed Apt Mins to Times Square","Manhattan","Apartment",85,"Entire home/apt",10027,2,1,28,"230",89
"44",5926,"1/2/2009","Beautiful Apt with Park Views","Manhattan","Apartment",85,"Entire home/apt",10030,5,1,40,"350",86
"45",5940,"1/2/2009","Comfy 2BR Apt 20 mins to Midtown","Queens","Apartment",85,"Entire home/apt",11368,2,1,47,"135",86
"46",5926,"1/2/2009","Beautiful Room 1 with Park Views","Manhattan","Apartment",85,"Private room",10027,1,1,9,"85",87
"47",5926,"1/2/2009","Beautiful Room 2 with Park Views","Manhattan","Apartment",90,"Private room",10027,1,1,13,"85",91
"48",5926,"1/2/2009","Beautiful Room 3 with Park Views","Manhattan","Apartment",90,"Private room",10027,1,1,14,"85",92
"49",5926,"1/2/2009","Nice Apt Near Columbia University 2","Manhattan","Apartment",80,"Private room",10031,1,1,35,"60",81
"50",5926,"1/2/2009","Nice Apt Near Columbia University 3","Manhattan","Apartment",80,"Private room",10031,2,1,34,"70",82
"51",5926,"1/2/2009","Nice  Apt Near Columbia University","Manhattan","Bed & Breakfast",85,"Private room",10031,1,1,68,"55",86
"52",6041,"1/5/2009","Beautiful Apt. In Astoria","Queens","Apartment",100,"Private room",11105,1,1,4,"44",100
"53",7118,"1/26/2009","PERFECT location! Contact me NOW!","Manhattan","Apartment",85,"Entire home/apt",10036,1,1,14,"200",87
"54",7222,"1/29/2009","SPACIOUS ARTY 1BR NOHO / E. VILLAGE","Manhattan","Apartment",95,"Entire home/apt",10003,2,1,42,"175",95
"55",7209,"1/29/2009","Next to Empire State building","Manhattan","Apartment",100,"Entire home/apt",10016,1,1,9,"250",100
"56",7230,"1/30/2009","Luxury Building, big 1BR - 90th","Manhattan","Apartment",95,"Entire home/apt",10128,2,1,7,"165",96
"57",7323,"2/2/2009","CHEZ LEO Clinton Hill Ft. Greene","Brooklyn","Apartment",85,"Entire home/apt",11238,1,1,13,"115",88
"58",7299,"2/2/2009","Downtown calm, convenience & space","Manhattan","Apartment",95,"Entire home/apt",10005,1,1,16,"145",95
"59",7322,"2/2/2009","Large & Cozy Midtown East 1 BR Apt","Manhattan","Apartment",85,"Entire home/apt",10016,1,1,47,"200",86
"60",7351,"2/2/2009","2 Floor Loft room in Artist Studio","Brooklyn","Loft",80,"Private room",11215,2,1,3,"74",80
"61",7351,"2/2/2009","Spacious Loft Room in Artist Studio","Brooklyn","Loft",NA,"Private room",11215,2,1,0,"74",NA
"62",7351,"2/2/2009","Spacious room in Huge artist Loft","Brooklyn","Loft",100,"Private room",11215,1,1,2,"84",100
"63",7338,"2/2/2009","East Vil  1br in 2br apt + balcony","Manhattan","Apartment",100,"Private room",10009,NA,1,3,"125",100
"64",7386,"2/3/2009","Quiet Slice of Manhattan","Manhattan","Apartment",90,"Entire home/apt",10016,1,1,42,"129",92
"65",7356,"2/3/2009","BlissArtsSpace!","Brooklyn","Apartment",90,"Private room",11216,1,1,41,"50",90
"66",7356,"2/3/2009","Private Bliss Art Space 2","Brooklyn","Apartment",90,"Private room",11216,1,1,52,"50",93
"67",7414,"2/4/2009","Historic Fort Greene - Red Rooster","Brooklyn","Apartment",80,"Entire home/apt",11217,3,1,15,"185",82
"68",7414,"2/4/2009","Historic Fort Greene-Deco on Greene","Brooklyn","Apartment",85,"Entire home/apt",11217,3,1,21,"185",85
"69",7414,"2/4/2009","Skylight on Greene","Brooklyn","Apartment",75,"Entire home/apt",11217,3,1,6,"150",76
"70",7498,"2/6/2009","Your own studio+patio no roommates","Manhattan","Apartment",80,"Entire home/apt",10002,1,1,1,"80",80
"71",7510,"2/6/2009","Big Lovely Chelsea Studio! Sleeps 5","Manhattan","Apartment",85,"Entire home/apt",10010,1,1,8,"190",89
"72",7510,"2/6/2009","Grande Super Large APT !!!","Manhattan","Apartment",80,"Entire home/apt",10010,3,1,10,"190",80
"73",7510,"2/6/2009","Great Apartment with PATIO!!","Manhattan","Apartment",80,"Entire home/apt",10010,2,1,1,"190",80
"74",7510,"2/6/2009","Super Large APT","Manhattan","Apartment",80,"Entire home/apt",10010,2,1,29,"175",80
"75",7510,"2/6/2009","HUGE and SUNNY one bedroom!","Manhattan","Apartment",90,"Entire home/apt",10011,2,1,29,"190",93
"76",7549,"2/7/2009","Cute & Cozy Lower East Side 1 bdrm","Manhattan","Apartment",90,"Entire home/apt",10002,1,1,112,"140",94
"77",7549,"2/7/2009","Cute,Cozy Lower East Side 1bdrm","Manhattan","Apartment",95,"Entire home/apt",10002,1,1,4,"140",95
"78",7549,"2/7/2009","LowerEastSide apt share shortterm 2","Manhattan","Apartment",95,"Private room",10002,1,1,25,"75",97
"79",7549,"2/7/2009","LowerEastSide apt share shortterm 1","Manhattan","Apartment",95,"Shared room",10002,1,1,132,"45",95
"80",7549,"2/7/2009","LowerEastSide apt share shortterm 3","Manhattan","Apartment",95,"Shared room",10002,1,1,17,"45",95
"81",7611,"2/9/2009","Artist's Loft with indoor Hammock!","Brooklyn","Apartment",95,"Entire home/apt",11211,1,1,51,"135",95
"82",7626,"2/9/2009","L.E.S. Must See!!","Manhattan","Apartment",85,"Entire home/apt",10002,1,1,156,"100",86
"83",7612,"2/9/2009","Cute Cozy Studio in Manhattan","Manhattan","Apartment",90,"Entire home/apt",10023,1,1,29,"145",91
"84",7702,"2/10/2009","Beautiful 1br on Upper West Side","Manhattan","Apartment",90,"Entire home/apt",10025,1,1,30,"135",94
"85",7740,"2/11/2009","Cozy Girly Studio; Upper West Side","Manhattan","Apartment",90,"Entire home/apt",10024,1,1,98,"200",94
"86",7949,"2/15/2009","Creative Charm in Brooklyn","Brooklyn","Apartment",100,"Private room",11238,1,1,4,"65",100
"87",7999,"2/16/2009","Sunny Large 1 Bedroom w/ balconies!","Brooklyn","Apartment",100,"Entire home/apt",11222,1,1,1,"165",100
"88",7987,"2/16/2009","Upper West Side-Unique One Bedroom","Manhattan","Apartment",90,"Entire home/apt",10025,1,1,24,"145",94
"89",7989,"2/16/2009","Central Manhattan/near Broadway","Manhattan","Apartment",95,"Private room",10036,1,1,74,"135",97
"90",8057,"2/17/2009","GREAT NEW LOWER EAST SIDE/ SOHO APT","Manhattan","Apartment",85,"Entire home/apt",10002,2,1,20,"225",89
"91",8057,"2/17/2009","HUGE 2 BEDROOM LOFT NOHO/EAST VILL.","Manhattan","Apartment",75,"Entire home/apt",10003,3,1,32,"250",78
"92",8057,"2/17/2009","Ideal Charming Large W Village Apt!","Manhattan","Apartment",85,"Entire home/apt",10014,3,1,32,"250",85
"93",8057,"2/17/2009","HUGE MODERN LUXURY-2bed/2bath+patio","Manhattan","Loft",100,"Entire home/apt",10009,2,1,5,"600",100
"94",8178,"2/19/2009","Location! Location! Location!","Brooklyn","Apartment",90,"Entire home/apt",11215,1,1,188,"145",90
"95",8178,"2/19/2009","Sunny Beautiful Sublet All Yours!!!","Brooklyn","Apartment",90,"Entire home/apt",11215,3,1,221,"149",92
"96",8198,"2/19/2009","Park Slope haven 15 mins from Soho","Brooklyn","Apartment",90,"Entire home/apt",11217,1,1,39,"150",93
"97",8380,"2/22/2009","River view in the Village","Manhattan","Apartment",95,"Entire home/apt",10014,1,1,57,"200",98
"98",8440,"2/23/2009","Beautiful studio by Prospect Park","Brooklyn","Apartment",NA,"Entire home/apt",11218,1,1,0,"120",NA
"99",8440,"2/23/2009","Luxe 1BD apartment by Prospect Park","Brooklyn","Apartment",95,"Entire home/apt",11218,1,1,4,"150",95
"100",8425,"2/23/2009","Charming W.Village Apt. 8/25-9/15","Manhattan","Apartment",100,"Entire home/apt",10014,1,1,1,"175",100
"101",8605,"2/25/2009","Sunny 1BR East Harlem Apartment","Manhattan","Apartment",90,"Entire home/apt",10035,2,1,11,"109",91
"102",8730,"2/27/2009","Comfort & Convenience","Manhattan","Condominium",100,"Entire home/apt",10003,6,1,4,"1,990",100
"103",8703,"2/27/2009","Clean, Safe, Convenient, Comfy","Manhattan","Apartment",100,"Shared room",10027,1,1,3,"80",100
"104",8967,"3/3/2009","Large Furnished Room Near B'way","Manhattan","Apartment",85,"Private room",10019,1,1,242,"73",85
"105",9744,"3/10/2009","Beautiful Apt, Garden #3 Best Area","Brooklyn","Apartment",95,"Entire home/apt",11215,3,1,67,"135",97
"106",9744,"3/10/2009","Gorgeous house Room 2 BEST location","Brooklyn","House",95,"Private room",11215,2,1,95,"89",96
"107",9744,"3/10/2009","Gorgeous Room #1, Best Location","Brooklyn","House",90,"Private room",11215,2,1,118,"89",92
"108",10176,"3/14/2009","Amazing Apt in WILLIAMSBURG, NY!!","Brooklyn","Apartment",95,"Entire home/apt",11211,2,1,60,"250",96
"109",10151,"3/14/2009","Cozy Convenient Apt for Travelers","Queens","Apartment",NA,"Entire home/apt",11358,1,1,0,"99",NA
"110",10889,"3/21/2009","BnoB (2 br) — Heart of Williamsburg","Brooklyn","Apartment",90,"Entire home/apt",11249,2,1,132,"250",93
"111",10889,"3/21/2009","The Institute—Heart of Williamsburg","Brooklyn","Apartment",90,"Entire home/apt",11249,2,1,136,"250",94
"112",10889,"3/21/2009","Great house in Williamsburg","Brooklyn","House",95,"Entire home/apt",11211,2,1,14,"250",98
"113",11037,"3/22/2009","Large, Sunny, Central 2br; Terrace","Brooklyn","Apartment",100,"Entire home/apt",11217,2,1,2,"240",100
"114",11358,"3/25/2009","Bright Clean Spacious 1BR","Brooklyn","Apartment",NA,"Entire home/apt",11213,1,1,0,"115",NA
"115",11358,"3/25/2009","Bright Clean Room in Bushwick","Brooklyn","Apartment",NA,"Private room",11237,1,1,0,"72",NA
"116",11481,"3/26/2009","House on 11th - Garden Level Apt.","Brooklyn","Apartment",90,"Entire home/apt",11215,1,1,119,"165",91
"117",11481,"3/26/2009","Sunset Retreat - Charming Oasis","Brooklyn","Apartment",90,"Entire home/apt",11220,1,1,79,"90",90
"118",11481,"3/26/2009","Sunset Retreat - Top Floor Oasis","Brooklyn","Apartment",85,"Entire home/apt",11220,1,1,21,"105",88
"119",11481,"3/26/2009","House on Henry (2nd FLR Suite)","Brooklyn","Apartment",85,"Entire home/apt",11231,2,1,68,"155",88
"120",11481,"3/26/2009","House on Henry (3rd FLR Suite)","Brooklyn","Apartment",90,"Entire home/apt",11231,2,1,106,"160",94
"121",11810,"3/30/2009","NYC Historic District Posh Studio","Queens","Apartment",NA,"Private room",11372,1,1,0,"150",NA
"122",12169,"4/3/2009","Dream Come True, Too! Williamsburg","Brooklyn","Apartment",90,"Private room",11211,1,1,43,"89",94
"123",12169,"4/3/2009","Dream Come True! Williamsburg, BK","Brooklyn","Apartment",90,"Private room",11211,1,1,91,"99",93
"124",12221,"4/4/2009","5Minutes To Manhattan Cozy Oasis","Bronx","Apartment",80,"Private room",10451,3,1,105,"42",81
"125",12221,"4/4/2009","5Minutes To Manhattan Zen&Cozy","Bronx","Apartment",85,"Private room",10451,3,1,96,"42",87
"126",12220,"4/4/2009","Big Room in front of Central Park","Manhattan","Apartment",85,"Private room",10025,1,1,74,"132",88
"127",12220,"4/4/2009","Your Room in front of Central Park","Manhattan","Apartment",90,"Private room",10025,1,1,141,"117",90
"128",12712,"4/8/2009","Lovely Bklyn Apt with Private Deck","Brooklyn","Apartment",90,"Entire home/apt",11205,1,1,5,"135",92
"129",12712,"4/8/2009","Perfectly Situated LES 1-Bedroom","Manhattan","Apartment",90,"Entire home/apt",10002,1,1,146,"125",91
"130",12712,"4/8/2009","Real 2-Bedroom East Village Apt!","Manhattan","Apartment",85,"Entire home/apt",10009,3,1,63,"200",87
"131",12869,"4/10/2009","Luxury on a Budget","Manhattan","Apartment",90,"Entire home/apt",10009,1,1,13,"250",92
"132",13070,"4/12/2009","Spacious clean & quiet 2 bed/2bath","Manhattan","Bed & Breakfast",80,"Entire home/apt",10128,2,1,58,"295",83
"133",13424,"4/14/2009","An Oasis In Hell's Kitchen!","Manhattan","Apartment",100,"Entire home/apt",10019,1,1,7,"280",100
"134",13654,"4/16/2009","Room with a view in Central Harlem","Manhattan","Apartment",85,"Private room",NA,1,1,11,"75",85
"135",13908,"4/18/2009","2 BR Upper West Side Apt.","Manhattan","Apartment",65,"Entire home/apt",10025,3,1,12,"150",66
"136",14063,"4/19/2009","BK Heights Apartment for cat lovers","Brooklyn","Apartment",100,"Entire home/apt",11201,3,1,4,"125",100
"137",14204,"4/20/2009","Charming 2 Bedroom Red Hook Loft!","Brooklyn","Apartment",100,"Entire home/apt",11231,2,1,18,"230",100
"138",14204,"4/20/2009","Private room in Red Hook loft!","Brooklyn","Apartment",95,"Private room",11231,1,1,21,"110",98
"139",15192,"4/28/2009","Cozy Furnished 2 Bedroom Apartment","Brooklyn","Apartment",80,"Entire home/apt",11216,3,1,8,"159",84
"140",15154,"4/28/2009","Bright 1 Bedroom, Perfect Location!","Manhattan","Apartment",80,"Entire home/apt",10023,1,1,2,"160",80
"141",15167,"4/28/2009","2 Bed 2 Bath Apt w/ balcony & WiFi","Manhattan","Apartment",95,"Entire home/apt",10031,3,1,13,"107",98
"142",15261,"4/29/2009","Cute room in hip Fort Greene","Brooklyn","Apartment",80,"Private room",11205,1,1,1,"50",80
"143",15523,"5/1/2009","Enjoy and discover New York Citi","Staten Island","House",95,"Private room",10304,NA,1,7,"69",97
"144",15742,"5/4/2009","Beautiful, private, uptown studio","Manhattan","Apartment",80,"Entire home/apt",10031,1,1,20,"110",83
"145",15964,"5/6/2009","Large Brooklyn Duplex, Park Slope","Brooklyn","Apartment",NA,"Entire home/apt",11215,3,1,0,"175",NA
"146",16851,"5/12/2009","Hip Whole Apt in Wmsburg, Brooklyn","Brooklyn","Apartment",90,"Entire home/apt",11211,1,1,8,"125",93
"147",16800,"5/12/2009","UES Beautiful Blue Room / Oak Room","Manhattan","Apartment",95,"Private room",10029,2,1,150,"95",96
"148",16800,"5/12/2009","UES Beautiful Home Red Velvet Room","Manhattan","Apartment",95,"Private room",10029,2,1,41,"95",95
"149",16883,"5/13/2009","Spacious Charming Loft Studio","Manhattan","Loft",90,"Entire home/apt",10024,2,1,4,"135",91
"150",17296,"5/15/2009","Bright studio in central Mahattan","Manhattan","Apartment",95,"Entire home/apt",10016,1,1,5,"100",96
"151",17571,"5/17/2009","Perfect for Grandparents + Garden","Brooklyn","House",95,"Entire home/apt",11205,2,1,80,"200",95
"152",17571,"5/17/2009","Perfect for Parents (Part 2)","Brooklyn","House",95,"Private room",11205,1,1,32,"239",97
"153",17655,"5/18/2009","Modern LES Studio w/ Skyline Views","Manhattan","Apartment",95,"Entire home/apt",10002,1,1,17,"220",97
"154",17930,"5/19/2009","Charming 2 Bedroom by Prospect Park","Brooklyn","Apartment",100,"Entire home/apt",11218,3,1,1,"199",100
"155",17798,"5/19/2009","EAST VILLAGE DESIGNER LUXURY LOFT","Manhattan","Apartment",100,"Entire home/apt",10009,3,1,4,"399",100
"156",17985,"5/20/2009","Amazing Chinatown/SOHO one bed room","Manhattan","Apartment",85,"Entire home/apt",10002,2,1,38,"130",86
"157",18118,"5/20/2009","Giant & beautiful home in the sky.","Manhattan","Apartment",NA,"Private room",10031,1,1,0,"70",NA
"158",18229,"5/21/2009","Charming & Sunny Slope Duplex Loft","Brooklyn","Loft",NA,"Entire home/apt",11215,2,1,0,"110",NA
"159",18174,"5/21/2009","Cosy 2 bedroom in East Village","Manhattan","Apartment",90,"Entire home/apt",10003,3,1,55,"160",92
"160",18374,"5/22/2009","Bright & Modern Downtown Studio","Manhattan","Apartment",95,"Entire home/apt",10003,1,1,89,"135",96
"161",18611,"5/24/2009","East Village sunny & large 2 bdr","Manhattan","Apartment",95,"Entire home/apt",10003,2,1,5,"350",96
"162",18642,"5/24/2009","1 BDR with private toilet/sink","Manhattan","Apartment",NA,"Private room",10031,1,1,0,"60",NA
"163",18729,"5/25/2009","SPACIOUS, BEAUTIFUL CONDO IN BKLYN!","Brooklyn","Condominium",95,"Entire home/apt",11215,2,1,9,"375",98
"164",19031,"5/27/2009","Charming Greenwich Village Apt","Manhattan","Apartment",80,"Entire home/apt",10012,1,1,14,"225",81
"165",19852,"6/2/2009","Lg Beautiful Garden Apt Sleeps 2","Manhattan","Apartment",95,"Entire home/apt",10035,1,1,8,"165",97
"166",19969,"6/3/2009","SoHo Loft - Entire Floor","Manhattan","Apartment",95,"Entire home/apt",10013,1,1,52,"585",96
"167",20149,"6/4/2009","Cool East Williamsburg Apartment","Brooklyn","Apartment",95,"Private room",11206,1,1,46,"40",96
"168",20805,"6/9/2009","Huge Brooklyn Room with Aussie Host","Brooklyn","Apartment",100,"Private room",11225,1,1,12,"85",100
"169",21286,"6/12/2009","UWS Garden Getaway","Manhattan","Apartment",95,"Entire home/apt",10024,2,1,9,"225",97
"170",21306,"6/12/2009","Large, Bright 1 bdr in Williamsburg","Brooklyn","Apartment",95,"Private room",11222,1,1,11,"110",96
"171",21475,"6/14/2009","High-end doorman bldg in the LES","Manhattan","Apartment",95,"Private room",10002,1,1,55,"125",96
"172",21823,"6/16/2009","Soaring Bushwick 3 Bedroom","Brooklyn","Apartment",95,"Entire home/apt",11221,5,1,9,"275",98
"173",21904,"6/16/2009","Modern 1 BR / NYC / EAST VILLAGE","Manhattan","Apartment",90,"Entire home/apt",10003,1,1,8,"240",93
"174",22220,"6/18/2009","Modern brick 1 bedroom on UES","Manhattan","Apartment",90,"Entire home/apt",10028,1,1,17,"175",91
"175",22486,"6/20/2009","CBG Williamsburg  loft room","Brooklyn","Loft",75,"Entire home/apt",11211,4,1,6,"130",76
"176",22486,"6/20/2009","CBG Partner Prospect Pk Helps Haiti","Brooklyn","Apartment",NA,"Private room",11225,1,1,0,"90",NA
"177",22486,"6/20/2009","CBG CtyBeGoodHelpsHaiti#1:1-4","Brooklyn","House",90,"Private room",11217,10,1,77,"130",91
"178",22486,"6/20/2009","CommunityBeGood Helps Haiti Rm #2","Brooklyn","House",85,"Private room",11217,1,1,39,"130",89
"179",22486,"6/20/2009","CommunityBeGood Helps Haiti Rm #3","Brooklyn","House",85,"Private room",11217,2,1,13,"130",86
"180",22486,"6/20/2009","CommunityBeGoodHelpsHaiti #5 Suite","Brooklyn","House",100,"Private room",11217,2,1,3,"130",100
"181",22486,"6/20/2009","CommunitybegoodHelpsHaiti#2.5","Brooklyn","House",90,"Private room",11217,2,1,17,"120",93
"182",23048,"6/24/2009","Park Slope Oasis: Your home base!","Brooklyn","Apartment",90,"Entire home/apt",11215,1,1,18,"139",94
"183",23276,"6/25/2009","Luxe, Spacious 2BR 2BA Nr Trains","Brooklyn","Apartment",100,"Entire home/apt",11215,2,1,3,"260",100
"184",23193,"6/25/2009","Bright, cozy den in 4 bedrm duplex.","Brooklyn","House",100,"Private room",11221,1,1,2,"35",100
"185",23435,"6/26/2009","Spectacular River View Studio","Manhattan","Apartment",95,"Entire home/apt",10281,1,1,48,"185",96
"186",23577,"6/28/2009","Williamsburg foodie inspired loft","Brooklyn","Loft",95,"Entire home/apt",11249,1,1,16,"175",99
"187",23727,"6/29/2009","Prospect Heights quiet sunny nest","Brooklyn","Apartment",95,"Entire home/apt",11238,2,1,6,"150",97
"188",23633,"6/29/2009","1","Brooklyn","Loft",NA,"Private room",11206,1,1,0,"120",NA
"189",23856,"6/30/2009","Large modern 2-BR by McCaren Park","Brooklyn","Apartment",100,"Entire home/apt",11222,1,1,2,"150",100
"190",23843,"6/30/2009","Lower East Side/EV 1 BR Charmer","Manhattan","Apartment",95,"Entire home/apt",10002,1,1,15,"175",96
"191",24000,"7/1/2009","sunny EAST VILLAGE bdrm!","Manhattan","Apartment",90,"Private room",10009,1,1,80,"133",91
"192",24222,"7/2/2009","3BR, 1.5 BA EV apt w/ backyard","Manhattan","Apartment",95,"Entire home/apt",10009,4,1,9,"375",96
"193",24901,"7/8/2009","Beautiful Light Filled Abode","Brooklyn","Apartment",NA,"Entire home/apt",11233,2,1,0,"150",NA
"194",25183,"7/10/2009","MAISON DES SIRENES 3","Brooklyn","Apartment",90,"Entire home/apt",11216,4,1,23,"150",91
"195",25183,"7/10/2009","MAISON DES SIRENES1,book NOW","Brooklyn","Apartment",90,"Entire home/apt",11216,4,1,36,"150",92
"196",25100,"7/10/2009","Room in UWS steps to Central Park!","Manhattan","Apartment",90,"Private room",10025,1,1,4,"180",90
"197",25533,"7/13/2009","NYC Sofa bed St Marks East Village","Manhattan","Apartment",80,"Private room",10003,1,1,30,"59",81
"198",25533,"7/13/2009","NYC Spacious Room East Village","Manhattan","Apartment",70,"Private room",10003,1,1,14,"99",72
"199",25533,"7/13/2009","NYC Spacious Room East Village (2)","Manhattan","Apartment",90,"Private room",10003,1,1,3,"99",90
"200",25551,"7/14/2009","williamsburg design // with balcony","Brooklyn","Apartment",95,"Entire home/apt",11211,1,1,20,"199",97
"201",25632,"7/14/2009","Sunny 2BD, 2 balconies","Brooklyn","Apartment",100,"Entire home/apt",11222,2,1,1,"300",100
"202",26210,"7/19/2009","Private room in Harlem apartment","Manhattan","Apartment",90,"Private room",10039,1,1,69,"85",94
"203",26333,"7/20/2009","Artist Loft in Midtown West","Manhattan","Apartment",95,"Entire home/apt",10018,2,1,6,"375",96
"204",26640,"7/21/2009","Gorgeous Sunny Studio","Manhattan","Apartment",75,"Entire home/apt",10024,2,1,38,"135",79
"205",26640,"7/21/2009","Stunning 1br in Historic Brownstone","Manhattan","Apartment",90,"Entire home/apt",10024,2,1,26,"289",91
"206",26640,"7/21/2009","Sunny Studios in Historic Browstone","Manhattan","Apartment",80,"Entire home/apt",10024,1,1,9,"179",80
"207",27104,"7/23/2009","Great Room in Manhattan - $60/Night","Manhattan","Apartment",90,"Private room",10030,1,1,73,"60",93
"208",27580,"7/26/2009","Sunny South Williamsurg","Brooklyn","Apartment",NA,"Entire home/apt",11211,1,1,0,"125",NA
"209",27969,"7/27/2009","Great room in spacious apartment!","Manhattan","Apartment",NA,"Private room",10033,1,1,0,"98",NA
"210",27848,"7/27/2009","Bargain Space","Queens","House",85,"Private room",11434,2,1,24,"55",88
"211",27848,"7/27/2009","CRASH PALACE","Queens","House",85,"Private room",11434,2,1,11,"68",86
"212",27848,"7/27/2009","ENJOY THE CITY ON CHEAP","Queens","House",75,"Private room",11434,1,1,43,"45",78
